dept,code,group_logo,embed_link,group_name,proponents,main_categ,sub_categ,title,abstract,abstract_raw,sdg
CE,CIV-26,https://drive.google.com/file/d/1QnUcVsT8zCxz38YnNAGQplGiOl0mbd7S/view?usp=share_link,https://drive.google.com/uc?export=view&id=1QnUcVsT8zCxz38YnNAGQplGiOl0mbd7S,Project Lig-on,"BACCAY, Melito A., BUGARIN, Mark Joseph T., SANDIGAN, Grace Anne O., BELINO, Mel Jared C., BORJA, Arabela G., CUSTODIO Jr., Eduardo P., MOLINA, Zhane Knicole R., SANTOS, Zachary C.",Civil,Material and Field Testing,Production and Property Characterization of Fiber Cement Board using Rice Straw and Coconut Husk Fiber ,https://drive.google.com/open?id=1iMCCP92QMnm99bwGwT6FDZQCsgdzClkZ,"Agricultural waste, including rice straw and coconut husk, can have a significant negative impact on
the environment. However, agricultural waste can be utilized in sustainable development projects to
turn it into a useful resource and help reach development goals. This study has the potential to make a
significant contribution toward achieving the United Nations Sustainable Development goal number
nine which aims to increase the use of innovation to drive sustainable development. This experimental
study focuses on the production and property characterization of fiber cement board using rice straw
(RSF) and coconut husk fiber (CHF) by determining its influence on the physical and mechanical
properties of fiber cement boards. Pretreatment was performed on each fiber by soaking it on sodium
hydroxide (NaOH), solution 12 hours for RSF with 3.8% concentration, while 3 hours for CHF with
20%. concentration. The treated RSF and CHF was then oven-dried for 8 hours at 50°C and 5 hours at
90°C respectively and were cut to a length of 1 cm-6cm. The ratio of binders was 90% cement and
10% Polyvinyl Acetate and Poly Ol (with 3:1 ratio), where 3% ,6% ,9% fibers (by weight of cement)
was added as reinforcement to each sample of both RSF and CHF, while for the sample with a
mixture of both fibers were reinforced with 3% and 6%, 4.5% and 4.5%, and lastly 6% and 3%. Based
on the findings, sample B3 had the highest modulus of rupture (MOR), as MOR increased with the
amount of CHF present. Fiber cement boards&#39; other physical and mechanical characteristics are
discussed in the study.","SDG: Goal 9: Industry, Innovation, and Infrastructure"
CE,CIV-27,https://drive.google.com/file/d/14HQ4zAEpKf4JnjQgGu6wvDTafMpPjVfI/view?usp=share_link,https://drive.google.com/uc?export=view&id=14HQ4zAEpKf4JnjQgGu6wvDTafMpPjVfI,Project Morbius,"ZAPANTA, Romie M., LLENO, John Christian A., BERMEJO, Shangly Jin., CALIBOSO, Kim Zyrel D., NAMUCO, Venchlyn C., PUNSALANG, Cryztened Jose M.",Civil,Material and Field Testing,Physico-Mechanical Property Characterization of Modular Blocks using Recycled Concrete as Partial Aggregate Replacement,https://drive.google.com/open?id=1Dx91uoKg44I8DbfkI0cSnBc1CS0IMb3S,"During this golden age of infrastructure, a massive amount of construction and demolition waste
was generated to expand functional space and improve infrastructure not only in the country but
globally. This study made use of recycled concrete aggregate (RCA) as coarse aggregates (CA)
in the manufacturing of modular blocks. Recycled concrete contributes significantly to
sustainable development in that it allows to build of resilient infrastructure, promotes inclusive
and sustainable industrialization, and fosters innovation. Recycled concrete eliminates the need
for new raw materials, conserves energy, and reduces the quantity of waste that would be
disposed of. This experimental study will utilize RCA concentrations of 0%, 15%, 30%, and
50% to discover which variant has the optimum mix design in terms of physical and mechanical
property test results. The modular blocks were subjected to a series of two curing days (14 and
28 days) to determine the strength of the sample. Based on the experimental results of this study,
it was determined that the increase in the substitution rate of RCA decreases the compressive and
flexural strength of the concrete. Nevertheless, the mechanical and physical properties of the
concrete modular block are comparable to the conventional masonry blocks.","SDG: Goal 9: Industry, Innovation, and Infrastructure"
CE,CIV-28,https://drive.google.com/file/d/1Y0_NUCczjQf_BnF6Pghq62hBMQ6CdStS/view?usp=share_link,https://drive.google.com/uc?export=view&id=1Y0_NUCczjQf_BnF6Pghq62hBMQ6CdStS,Project Resiklo,"AQUITANIA, Juan Patricio G., CALMA, Stephen Wendell K., DADO, Rosemay A., DEL ROSARIO, Maricel A., INCIONG, Kayla Nickole R., LUPAGUE, Marc Jayson M., SANCHEZ, Hielynne Grace S.",Civil,Material and Field Testing,Physical and Mechanical Property Characterization of Pervious Recycled Concrete Aggregate Blocks,https://drive.google.com/open?id=1d2EasgQDyl0NRQsJj-vhMawwj-APe5Wo,"Philippines is a country that often experiences heavy rainfall and flooding, especially during the rainy
season. Furthermore, these floods can cause significant damage to communities, homes, and
livelihoods. The lack of proper stormwater drainage is a significant problem in the Philippines,
especially in urban areas. In many cities and municipalities, the drainage systems are outdated, poorly
maintained, or nonexistent, leading to flooding during heavy rainfall. As such, the researchers of this
study aimed to produce a pervious concrete using RCA (Recycled Concrete Aggregate) from a
recently demolished building, specifically the demolished wastes from high strength structural
element such as beams and columns. Once the materials are gathered, procedures given from ASTM
and ACI standards were used to assure the quality of concrete. Mix proportion of 1:4 for cement to
aggregate and w/c ratio of 0.30 is used for this study. Curing of all specimens is 28 days. Physical and
mechanical tests were performed to characterize the paving blocks for its durability, permeability, and
serviceability. In order to create an open-graded system with a connected pore structure and allow
water to pass freely through it, the normal infiltration rates of pervious concrete are between 0.001
and 0.012 m/s, with typical void contents of 15–35%.","SDG: Goal 9: Industry, Innovation and Infrastructure"
CE,CIV-29,https://drive.google.com/file/d/14d8J21Jf8DBKFVjlWpxJOqnf30rQ77KK/view?usp=share_link,https://drive.google.com/uc?export=view&id=14d8J21Jf8DBKFVjlWpxJOqnf30rQ77KK,Project Tanglaw (CE),"BACCAY, Melito A., DELA CRUZ, Edmundo C., HERMOSO, Andrea Nicole N., ISIP, Patrischa Alyana Reinn T., MAGAT, Dan Mikael M., MARFIL, Jeadel S., PARDILLA, Troy Emerjohn T., SAWAY, Louie Airvin Y.",Civil,Material and Field Testing,Influence of Ground Marble and Glass Waste as Partial Fine Aggregates Replacement on the Properties of Modular Translucent Concrete Block,https://drive.google.com/open?id=1s2K1kId-kMADqVOEPAHa6gQK79aT2w5G,"Light-transmitting concrete or more commonly known as “Translucent Concrete” is an
innovation in the construction industry in which light can pass through this type of concrete
through the help of optical fibers as its reinforcement. Its components are mainly fine aggregates,
cement, and water for it does not contain coarse aggregates. In this study, the fine aggregates are
partially replaced by two types of wastes that are commonly produced in the world which are
marble and glass, specifically soda-silica-lime glass. These wastes are found out to have various
components that help concrete increase with its qualities and performance thus a good way to
reach the ninth sustainable development goal: Industry, Innovation and Infrastructure. The study
aimed to determine the influence of ground marble and glass waste as partial fine aggregates
replacement on the properties of modular translucent concrete block using six concrete mix
proportions. The physical properties such as density (unit weight) and slump were tested using
eighteen samples of fresh concrete. 162 samples of concrete were casted and cured for 7, 14, and
28 days for various mechanical properties testing such as compressive strength, flexural strength,
and split-tensile strength. Moreover, different properties such as compressive strength, heat
resistance, sound absorption, and translucence of modular translucent concrete blocks were
tested using eighteen 100 x 100 x 200 mm samples. The results shall also be evaluated to
determine the best concrete mix design of the marble-glass translucent concrete.","SDG: Goal 9: Industry, Innovation and Infrastracture"
CE,CIV-30,https://drive.google.com/file/d/1wXzptcJGitn2GwLU4dHsnZlR6oUpQTtJ/view?usp=share_link,https://drive.google.com/uc?export=view&id=1wXzptcJGitn2GwLU4dHsnZlR6oUpQTtJ,PROMAP,"BERSAMINA, Juan Paulo L., PALLEGA, Sheina R., MONTON, Vianne M., AMORIN, Axel L., BELINGAN, Angelika D., GALO, Justine May G., HABITAN, Adrian P., MAGBUHOS, Karyl Kate S.",Civil,Sustainable and Environmental Engineering,"Flood Hazard Assessment: Flood Mapping in Barangay San Juan I, Noveleta, Cavite Using Analytical Hierarchy Process (AHP) and Geographic Information System (GIS)",https://drive.google.com/open?id=1h6x4NdRZxxvRLgsmmwppTKAg1tr7bp8K,"Flooding is one of the most prevalent natural disasters worldwide causing threats to life and property.
In the Philippines, the province of Cavite is prone to flooding due to its low elevation and limited
river and drainage canal capacity, particularly in the Municipality of Noveleta. Thus, this study aims
to assess flood hazards and identify risk areas in Barangay San Juan I, Noveleta, Cavite, using a
Geographical Information System (GIS)-based Analytical Hierarchy Process (AHP) approach,
considering criteria such as rainfall, slope, elevation, soil type, flow direction, flood depth, population
density, and land use or cover. Each parameter was compared to the derived weights using Pairwise
Comparison Matrix (PCM) from the judgment of ten (10) experts in various fields chosen by
purposive sampling. The weights calculated were then used in hazard assessment computations and
map development that led to results with rainfall as the main contributing parameter that causes flood
in the area, notably the western part of the barangay. The results show less than the 0.1% consistency
ratio which was considered to be valid. Furthermore, this study will provide relevant information,
such as data and GIS tool outputs, to assist the disaster management team develop an effective
community-based disaster risk reduction program designed specifically to prepare for future flood
events.",SDG: Goal 11: Sustainable Cities and Communities
CE,CIV-31,https://drive.google.com/file/d/1Tfoc-HObgvxCGQ1smqtNvKfmbj82GPmm/view?usp=share_link,https://drive.google.com/uc?export=view&id=1Tfoc-HObgvxCGQ1smqtNvKfmbj82GPmm,Radiants,"CALMA, George M., LEGASPI, Edgardo S., LOPEZ, Toni Beth G., SALUD, Mary Angelica M., ALBUÑAN, Krisha Mae D., AMORES, Claire Mariz Diane D.,  DE LA CRUZ, Christian Rei E., ESPINA, Ryan C., MENDOZA, Justine G.",Civil,Material and Field Testing,Radiation Shielding Property of Philippine Marble Sand in Concrete as Partial Replacement to Fine Aggregates,https://drive.google.com/open?id=1pq_PQyBB2Rn4MayRWzW9eKkHBoVze0AK,"Concrete is the most predominantly construction material that is employed ubiquitously
owing for its strength, durability, and cost-effectiveness. Unfortunately, a specific property of
concrete is frequently overlooked: the ability of concrete to shield radiation and lessen its
harmful effects. The researchers of this study integrated marble sand into concrete as a partial
replacement for fine aggregates to increase its radiation-shielding capabilities, knowing that
marble sand’s chemical composition: calcium, carbon, and oxygen in the formation of calcite
(as seen through Scanning Electron Microscopy with Energy Dispersive X-Ray Analysis) -
that aid in minimizing damage to the atomic structure and properties of concrete after
irradiation. The incorporation of the aforementioned variable has likewise enhanced the
mechanical qualities of concrete. The researchers employed a control group with 100%
commercialized lahar sand and a treatment group with three different ratios of marble sand as
fine aggregate substitutes: 25%, 50%, and 75%. The marble sand used came from the Teresa
Marble Company from Teresa, Rizal, and the marble sand used are the retained aggregates at
sieve No. 200 (75 μm). The study&#39;s samples were produced in compliance with ASTM
standards, and M20 grade concrete design mix was employed. After curing for 7, 14, and 28
days, the samples were evaluated using a Compression Testing Machine. At this point, the
physical characteristics indicated that marble sand has a specific gravity of 2.87, which is
higher than that of lahar sand, which is 2.67. This outcome is advantageous for concrete&#39;s
radiation resistance since a greater specific gravity result in a heavier density and better
radiation shielding properties. Moreover, results from the 7 th day of curing indicate that the
addition of marble sand enhanced the compressive, split tensile, and flexural strength of
concrete. For compressive and split tensile, 50% replacement was ideal, while for flexural,
75% replacement was optimal.
As of now, this study is currently 14 and 28 days into its curing procedure. The specimens
were still awaiting testing in Fourier Transform Infrared Spectroscopy, Compression Testing
Machine, Electromagnetic Interference Test and Radiation Shielding Test.","SDG: Goal 9: Industry, Innovation, and Infrastructure"
CE,CIV-32,https://drive.google.com/file/d/1aaQ2UKFcyxuf58aSKSwgbw5zjQa24PSV/view?usp=share_link,https://drive.google.com/uc?export=view&id=1aaQ2UKFcyxuf58aSKSwgbw5zjQa24PSV,RAMBOO TITANS,"GARNA, Jasinne C., LEGASPI, Edgardo S., CHICOTE, Relaine Grace F., CONGZON, Luisa Angelika F., MAYRINA, Ricardo Jose C., TUBIANOSA, Alex Clyde L., VIZCARRA, Beatriz D.",Civil,Sustainable and Environmental Engineering,Strength Performance of Rattan-Tied Bamboo Reinforced Precast Wall Panels,https://drive.google.com/open?id=1qjVQyXuSXKFcYQfknp99J8jZHoI6nS0n,"Along with the rapid rise of industrialization comes the harmful effects—energy consumption,
massive carbon dioxide emissions—from the production of construction materials. It is for this very
reason that engineers are tasked with providing more responsible innovations without compromising
the environment, and the integrity of a structure. With the urgent need to address said effects, the
researchers studied the potential use of renewable and eco-friendly materials specifically the Bambusa
blumeana bamboo and native rattan split as substitute to reinforcement bars and tie wires,
respectively. The bamboo slats were arranged according to two bracing types; Cross Bracing (CB)
and Lateral Bracing (LB), which were then tied to the bamboo poles using the rattan split material.
The reinforcements were coated with epoxy-sand for better quality preservation, and to enhance its
bonding strength with the mortar mix. The physical and mechanical properties of the bamboo (such as
water absorption, thickness swelling, compressive strength, tensile strength, and shear strength), rattan
split (tensile strength), and mortar specimen (compressive and flexural strength) were determined in
this study. A total of twelve (12) wall panels were also fabricated and tested in terms of its
compressive strength and flexural strength test; three for each bracing type and test. The results shows
that the bamboo poles and the rattan split are effective alternatives to conventional steel in terms of
reinforcements.",SDG: Goal 12: Responsible Consumption and Production
CE,CIV-33,https://drive.google.com/file/d/1rtf7t_AgL-lD8bqkYaCmQuKfFLJqAApY/view?usp=share_link,https://drive.google.com/uc?export=view&id=1rtf7t_AgL-lD8bqkYaCmQuKfFLJqAApY,RASPBERRY SHAKERS,"BERSAMINA, Juan Paulo L., LEGASPI, Edgardo, RABANAL, Mary Claire N., CASTILLO, Jade Ann Chloe M., MADRID, Kimberly Joy G., NATO, Jackyline Joyce D., PAYUMO, Boss Maverick S., TORDILLA, Jodathan G.",Civil,Material and Field Testing,Structural Health Monitoring: Real-Time Ambient Vibration Modal Identification Using Raspberry Shake 4d with Finite Element Modelling of the Technological University of the Philippines – College of Engineering Building,https://drive.google.com/open?id=173o6ns2iNLn8hZOQDGay1HRCT9_4Kzqp,"The concept for earthquake-resistant structures is built on control of deformation rather than strength,
hence, damage is expected to occur, but collapse should be prevented. The changes that occur before
and after an earthquake can be observed due to monitoring techniques that provide modal parameters;
such changes are frequently used as a measure of seismic damage in earthquake engineering (Ntotsios
et al., 2009; Vidal et al., 2014; Hwang and Lignos 2018; Sivori et al., 2022). Structural health
monitoring (SHM) systems, according to Gorski et al. (2021), offer information on any substantial
change or damage occurring in a structure. Identification of the cause, location, and kind of damage is
the fundamental goal of structural damage detection to assess the damage severity and estimate the
remaining useful life of the building. In this study, the researchers aim to analyze the current health
condition of the Technological University of the Philippines-College of Engineering building using
Raspberry Shake 4D sensor with aid of Finite Element Modelling (FEM) for simulation and time
history analysis of the structure using STAAD.
The sensor will provide raw data in voltage-ampere output known as counts, which will then be used
for data analysis. The sampling data was forwarded to FDSN server and later retrieved and transferred
to a notebook for processing using algorithms. The sensor is connected to the internet to operate and
collect data within 24-hours monitoring in a span of 90 days. The gathered data will be transmuted
into movement velocity through ObsPy and will be further processed in Matlab R2023a. The FEM of
the TUP-COE building in its initial condition will provide preliminary modal and physical properties
of the structure and will be compared to the accumulated interpreted data from the sensor and
determine the changes of its properties. Also, the model will be used for time history analysis using
time-acceleration data as input function and then performance of the structure is evaluated with
various mode shapes and time-acceleration results.","SDG: Goal 9: Industry, Innovation, and Infrastructure"
CE,CIV-34,https://drive.google.com/file/d/1fybLO2-F-B8uP7IcAXSm_6R8ztzL71vj/view?usp=share_link,https://drive.google.com/uc?export=view&id=1fybLO2-F-B8uP7IcAXSm_6R8ztzL71vj,Recyco Pervious,"BACCAY, Melito A., LEGASPI, Edgardo S., RUBIO, Joshua C., IBABAO, Carlos Ivan B., MASAGANDA, Aira Joanna S., MERCADO, Jerome O., VALDEPEÑA, Ma. Tracey S., VERANIA, James Patrick M.",Civil,Material and Field Testing,Property Characterization of Abaca-Fiber-Reinforced Pervious Concrete with Recycled Aggregate as Partial Aggregate Replacement,https://drive.google.com/open?id=13j2NB_XMaX3ia5RXxjY5oTEwlDTYw8Xj,"Construction and demolition wastes (CDW) pose a challenge to developing countries, including
the Philippines. Though CDW recycling is a desirable solution, lack of information and an authority in
CDW management hinder the objective. This study focuses on Recycled Concrete Aggregates (RCA)
sourced from demolition sites in the Manila, Philippines to explore their potential in reducing CDW and
promoting sustainability in construction. The study aims to determine physical and mechanical properties
of RCA pervious concrete with abaca fiber reinforcement. RCA ranging from 4.5 mm to 19 mm sizes
partially and fully replaced coarse aggregates in three sets of pervious concrete mixes. Included in the mix
for pervious concrete are cement, natural and recycled aggregate, silica fume, abaca fiber (Musa textilis),
and water.Included in the mix for pervious concrete are cement, natural and recycled aggregate, silica
fume, abaca fiber (Musa textilis), and water. The first set had Ordinary Portland Cement (OPC) and
coarse aggregate, the second set used OPC with partial and full RCA replacement at 20%, 25%, 30%, and
100%, and the third set used OPC with partial RCA replacement at 20%, 25%, 30%, and 100% with
0.15% abaca fiber and 5% silica fumes. The pervious concrete mixes were subjected to ASTM C136 and
ASTM C33 crushing and sieving procedures. Compressive and flexural strengths were measured for
mechanical properties. Results were expected to be comparable to the control sample in terms of strength.","SDG: Goal 9 – Industry, Innovation and Infastructure"
CE,CIV-35,https://drive.google.com/file/d/13bnHZ5GErr5b9YARGRW6mGDgzr_Tn23r/view?usp=share_link,https://drive.google.com/uc?export=view&id=13bnHZ5GErr5b9YARGRW6mGDgzr_Tn23r,RETRO,"DESALES, Kevin M., TENDING, Ivy Corinne G., BERNARDO, Krizia Kenise R., DEL BARRIO, Jomar, LEGASPI, Frinz Lenard C., ROCES, Beatrice Xzandrine R., SAGAL, Jan Christopher M.",Civil,Material and Field Testing,Compression Behaviour of Axially Loaded Short Reinforced Concrete Column Retrofitted Using Bamboo Reinforced Concrete Jacket with Varying Transverse Reinforcement Configuration,https://drive.google.com/open?id=1tsbCcXEkjZZ1lIJT0CcJif0BkThq8nZX,"Many reinforced concrete structures suffer deterioration as a result of poor construction, excessive
loading, errors or changes in design codes, poor maintenance, and environmental exposure. The
demand for a reliable retrofitting technique for reinforced concrete structures is growing. While steel,
an expensive and unsustainable material, is scarce in many regions of the world, a sustainable material
is needed. The use of bamboo (Bambusa spinosa) as replacement for steel reinforcing bar was
analyzed in this study. A number of damaged reinforced concrete column specimens were fabricated
using a 3000-psi concrete design mix. The control columns were subsequently retrofitted with
bamboo reinforced concrete jackets of varied transverse reinforcement configurations spaced at 70
mm, 60 mm, and 50 mm. Among the fifteen (15) damaged columns, three (3) were retrofitted with
steel reinforced concrete jackets. After compression tests, the axial capacity, ductility, and
deformation of the specimens were recorded and analyzed. The analysis was completed by comparing
the capacity of control columns—damaged and undamaged—with the capacity of retrofitted columns.
The data showed that bamboo reinforced concrete jacketing increased the capacity and ductility of the
damaged columns, given that the bamboo lateral ties spacing was more confined. The results have
proved that a bamboo reinforced concrete jacket is a feasible retrofitting method for RC columns.",SDG: Goal 11: Sustainable Cities and Communities
CE,CIV-36,https://drive.google.com/file/d/1kOUuAhPjga4S-69o9Ayol7H6T37050Uk/view?usp=share_link,https://drive.google.com/uc?export=view&id=1kOUuAhPjga4S-69o9Ayol7H6T37050Uk,SAMSON TECH,"BERSAMINA, Juan Paulo L., PALLEGA, Sheina R., SAMSON, Clarence John J., BARTOLOME, Alyssa Noreen E., CABALLERO, Janella Maxine D., JAVIER, Jielene Sarah B., SACE, John Patrick Z.",Civil,Material and Field Testing,Assessment of Building Condition and Accommodation Capability of Spaces of Technological University of the Philippines - Manila Campus to Aid in Campus Development,https://drive.google.com/open?id=110FhW2Dn2fvP-Zjh42_ij39OeVvInw95,"Technological University of the Philippines (TUP-M) is one of the premier state universities in the
Philippines. To accommodate its growing community, updated facilities and infrastructure are
essential. This study will assess the current state of TUP-M campus and suggest future development
plans to aid in the campus growth, only focusing on existing land conditions and excluding utilities.
The approach uses Quantum Geographic Information System (QGIS) and Autodesk Computer Aided
Design (AutoCAD) to create a campus representation, incorporating data from university departments
and studies. A perception survey will then be conducted with users of the campus facilities and
spaces, specifically, students and faculties. Data will be analyzed using descriptive statistics while
inferential statistics will involve Analysis of Variance (ANOVA) and Tukey test. The Infrastructure
Audit Manual (IAM) and Local Infrastructure Audit Form (LIAF-1) will be used as a guide for the
structural assessment, with a licensed civil engineer providing supervision and guidance. The
assessment will provide insights into the university&#39;s current state and user’s perception of the
campus. With these data, the study will identify the issues and problems of the campus and suggest
improvements in functionality, sustainability, and safety of the campus spaces and facilities. The
study&#39;s outcome will be valuable for the university&#39;s administration in planning future development
and improving the campus experience for its faculties and students.",SDG: Goal 11: Sustainable Cities and Communities
CE,CIV-37,https://drive.google.com/file/d/1JebvDSOOULJJI4l4vqvdC5Rtm2te6mMw/view?usp=share_link,https://drive.google.com/uc?export=view&id=1JebvDSOOULJJI4l4vqvdC5Rtm2te6mMw,Seaweed,"ARAPO, Rommel G., ABRANTES, Maria Lyn A., ALVIZ, Charles Isaac E., ARNALDO, Kenneth P., GERONIMO, Clarisse Ann R., LUSTRE, Raymond S., ROSALES, Hannah Nicole J.",Civil,Material and Field Testing,Fire Retardancy Capacity of Intumescent Fire-Retardant Coating Reinforced with Brown Algae (Sargassum) Bio-filler,https://drive.google.com/open?id=13SMk1zkYrjdTAIs7Jb2F-8YvTu2MiF62,"Incorporation of synergists has proven to be an effective way to improve the properties of intumescent
fire-retardant (IFR) coating as it slows down the speed of combustion of flammable materials such as
plywood that is widely used in the construction industry. This study addresses the drawbacks of fire-
retardant system by incorporating brown algae as an eco-friendly bio-filler. Preparation of IFR coating
was attained by adding brown algae bio-filler (BABF) to the IFR system consists of a carbon source;
pentaerythritol (PER), an acid source; ammonium polyphosphate (APP), and a gas source; melamine
(MEL). Different mix designs were utilized to determine which concentration achieves the most superior
synergistic effect. Standard testing methodologies were used to assess the influence of BABF to the fire
performance of the coatings particularly ASTM E69 through Fire-Tube Test. The results showed that the
addition of BABF improved the fire protection property of the coatings as 4 out of 5 specimens (B, C, D,
and E) neither showed surface spread nor afterglow combustion upon exposure to fire. Formulation C,
with a mass fraction of 5% BABF, exhibited the optimum synergistic flame-retardant effects parallel to its
thermal stability and char formulation performance. Additionally, specimens formulated with BABF
showed excellent water resistance and adhesion strength. Significantly, a new environmentally friendly
bio-filler such as BABF evidently enhanced the mechanical and thermal properties of IFR coating.","SDG: Goal 9: Build Resilient Infrastructure, Promote Inclusive and Sustainable Industrialization and
Foster Innovation."
CE,CIV-38,https://drive.google.com/file/d/1XGOOxQwPS0u2A19jC8h2LDnR9T6N77fZ/view?usp=share_link,https://drive.google.com/uc?export=view&id=1XGOOxQwPS0u2A19jC8h2LDnR9T6N77fZ,Seismo,"BERSAMINA, Juan Paulo L., ZAPANTA, Romie M., BARROGA, Ronnel Justine B., DUEÑAS, Gerald Vincent C., LEGACION, Mark Tovie R., REYES, Mary Jon S., VILLAS, Carey John P.",Civil,Material and Field Testing,Post-Seismic Assessment and Retrofitting of a Two-Storey Reinforced Concrete School Building Damaged in the Magnitude 7.0 Northwestern Luzon Earthquake Utilizing Nonlinear Dynamic Time-History Analysis in SeismoStruct,https://drive.google.com/open?id=1iWdqZBVfF_68EnfF3Lf24UNyYEWkaUuY,"The Philippines is highly susceptible to earthquakes due to its geographic location in the
Pacific Ring of Fire, which makes most of its infrastructure vulnerable to earthquake damage.
Northwestern Luzon earthquake with magnitude 7.0 recently damaged several facilities,
including schools, emphasizing the importance of assessing their seismic performance and
retrofitting them to better withstand earthquakes and other seismic events. Thus, in this paper,
the researcher aimed to evaluate the seismic behavior of a two-storey reinforced concrete
school building situated in Dugong Elementary School, Bucay, Abra that suffered structural
damages after the July 27, 2022 Magnitude 7.0 Northwestern Luzon earthquake and suggest a
retrofitting method such as reinforced concrete (RC) jacketing and fiber reinforced polymer
(FRP) wrapping. Nonlinear dynamic time-history analysis in SeismoStruct software was
utilized in this study to simulate the actual earthquake ground motions acquired from
Philippine Institute of Volcanology and Seismology (PHIVOLCS) and determine the
damaged and retrofitted building&#39;s seismic response. The structural response of the damaged
and retrofitted models was analyzed and compared. The results of the comparison revealed
that using RC jacketing in the damaged building was the most efficient way of lowering the
demand capacity ratio (DCR) of structural components, maximum roof displacements, and
building fundamental period. The findings of the time-history analysis of the building
retrofitted with RC jackets show that the capacity curve have increased significantly.","SDG: Goal 9: Industry, Innovation, and Infrastructure"
CE,CIV-39,https://drive.google.com/file/d/11o6tKIlICFmiu4DGugrfrHQlo--a9lrx/view?usp=share_link,https://drive.google.com/uc?export=view&id=11o6tKIlICFmiu4DGugrfrHQlo--a9lrx,Sixth Sense,"GARCIA, Teodinis P., CALMA, George M., SANTOSIDAD, Crislyn C., ACOSTA, Darla Ansherina B., AROGANTE, Yveth E., FLAVIER, Andrea Claire M., NIEGAS, Kimberly Mae., ROA, Angela Mae R.",Civil,Material and Field Testing,"Influence of Type of Binder on the Physical, Mechanical and Thermal Properties of Particleboard Using Spent Coffee Grounds and Sawdust",https://drive.google.com/open?id=1gNKaMY4d8wu7iSkdSxEYnE-mpY52z4Fh,"Particleboard is an engineered wood product commonly used in construction. The researchers
developed a particleboard that utilizes Spent Coffee Grounds (SCG) and Sawdust as raw material and
Polyvinyl Acetate (PVAc), Polyurethane Adhesive (PUR), and Epoxy Resin (ER) as binders. Thus,
this study focuses on determining the influence of PVAc, PUR, and ER as binders in producing
particleboard made from SCG and Sawdust and testing its physical, mechanical, and thermal
properties to compare to the Philippine National Standard (PNS 230:1989) Specification for
Particleboards. Twenty-seven particleboards were prepared with 40%, 50%, and 60% adhesive. The
raw materials were mixed with PVAc, PUR, and ER as binders respectively. The boards were made by
applying pressure manually to maintain 30x30x1.2cm board size. ASTM D-1037 standard was used to
evaluate physical properties and mechanical properties. On the other hand, ASTM C-177 was used to
evaluate thermal conductivity of the particleboard. The results showed that in terms of physical and
mechanical properties, the mix designs MA-40-2, MA-50-2, MA-60-2, MR-40-2, MR-50-2, MR-60-
2, ME-40-2, ME-50-2, and ME-60-2 all conform to the requirements set by PNS 230:1989. The
results indicated that the suitable proportion of SCG and Sawdust is 50:50. Furthermore, all optimum
mix design showed low thermal conductivity as heat transfer transpired at a gradual rate. In
conclusion, the proportion of PVAc, PUR, and ER influence the property of particleboard made from
SCG and Sawdust significantly. Nonetheless, this signifies that the particleboards made from SCG
and Sawdust bonded with PVAc, PUR, and ER are qualified for construction use.",SDG: Goal 12: Responsible Consumption and Production
CE,CIV-40,https://drive.google.com/file/d/1h71aNQXIVqVW00Rq7I41CvLjr08NaoG7/view?usp=share_link,https://drive.google.com/uc?export=view&id=1h71aNQXIVqVW00Rq7I41CvLjr08NaoG7,Team Bamboo,"DESALES, Kevin M., PINEDA, John Joferson G., ABAD, Joshua Joaquin B., DELA PEÑA, Kaycee G., DIAZ, Sofia Ysabel S., ENRIQUEZ, Ericko Andrie R., GONZALES, Audrilyn Rocel A.",Civil,Material and Field Testing,Strength Performance Analysis of Various Type of Joint Connections for Kawayan Tinik (Bambusa blumeana) Bamboo Scaffolding,https://drive.google.com/open?id=19_h8w5z51Bl603lxOOsAy8XaFVEdHh8U,"Bamboo scaffolding is in a precarious state of usage due to a shift to other construction areas despite
being an efficient and environmentally friendly alternative to traditional steel scaffolding. In an
attempt to update bamboo scaffolding technology to remain competitive in the market, and promote
environmentally friendly alternatives for the construction industry, different connections (namely: (1)
drilled lashing method using rattan, (2) clamping using conduit metal clamp double hole bolted with
flat bars, (3) swivel coupler clamp, and (4) prefabricated steel tube) for Bambusa blumeana
scaffolding is tested to yield the most effective connection in producing a prototype H-frame
scaffolding. Bambusa blumeana is collected, air dried, and treated with solignum before being cut into
desired specimen size for both physical and mechanical property testing. The testing of physical
property is in accordance with ASTM D 1037-99 Method B (Single 24-h submersion period) for
thickness swelling and water absorption method. For the moisture content and specific gravity, the
test is conducted in accordance with Method B (Volume by Water Immersion) Mode I of ASTM D
2395. On the other hand, the ASTM D 143-94 Standard Test Methods for Small Clear Specimens of
Timber is used to obtain the mechanical properties of the bamboo. The results gathered in the physical
and mechanical properties testing of bamboo is utilized in the analysis and design process of the
bamboo scaffolding using the four different connections. The connections are tested in accordance
with ASTM D 5652 (Standard Test Methods for Bolted Connections for Wood and Wood Based
Products) for both compression and tension strength and is compared to a standard design load to set
parameters in yielding the most effective connection that is used in producing a prototype H-Frame
scaffolding.",SDG: Goal 11: Sustainable Cities and Communities
